4,8,99
442,329,482
593,579942,23
8,63,8
47,34124,6
5486,877,9
1,32,6
25164,8,1
7,4,2
4,793,6544
9,55,66
2487,9,562
7,63,11
4363,4,5
4,8,9
95,2,67
56,2,8
7,59,47315
4,58787,9
5869,7,1
87,8,8
962,1958,7
14569,5,67551263
5,5,7787
28,2,6
557743,5,3
87,5,7
31,273,7
37,8,3
5,8,62
3897,7,525
5,1,4
199712,318,99
7,1,94
6,862676,6158
6,97639882,2
939,824,2
87,7,7
9,3,4
8,746,3
722,7,75
9,9,3
91,8,3
8,87,67137
26,9741,6
132,3,28
5,5799,3
7,734,3
8,2,5
4,3831,372
28,1,2
25214,5,752763
5,4451,77
443,19,7879
924289,139,91
91,9,423435
3,56,54
6,2,4
7,6,68
2,43,8
3,3,833
7,8923,4
332,423,5
8,2,32
26,5,3
25839,8,1
4,6111,5139
98,14,9
1,7,633
9,114,1
35,5,4957
1451,5,442
969363,4933,2
3,5448,6
3,1,57
49,2,854
552,8,5
85,6,37
7,38,9357996
5,2928135294,2892
3,7,8
5386,9,39
392,1,213
3,8,546
5429,7,3
727,37,1
5,17,9383
5,813,779
5,88421,1
47,36,34
46422,86,1
3291,47,2
55,45296,33993
77686,8869,6
9,177828,48
1,4,7
8,631,2
364,591,89
4,2,2
7,57,36
9476,762296,8
3,1,5
826,53329,38271945
33,68,9
6,52,17
6,522,6
38,669,47821
294,31,45599
6,35,628
9,1,6
32,7,6
5,52953,3431
4,6,5762
1,659,49
2,7,5449
58,67973,8
44,79,57
31,9,4
7344,6,59
8,122,77
8,6966,9
31,197,7
3,7,98
6,67,6
7,18,9
9,4,6
94,2,1
7398,8,4
68,4,1
32,8,93
544,6,7973
4,4,6
1,885,6
7,132693,5
819,464,5
3,8631,79
529,4188,92
48,7,2
3,4145,9
1,4,5
46,84,5
86557,9,56
37,2,3
469,928,6
4,86771,7
8,55,3
21,24,29449677
28,44,4528
2693,2,7
1,14274,94
3,65,8
86,6,8
12,293,229
3,638,6
6,3,756
7,7,2853
8,5,45
87,331,6
9,615,34
43,9,17
9,1,7
51,9,6451
1,5,16543
94,3,1738
65,95,92
7,3,452251
22,88,3
869,1,5
47,95,5
75,82,336
8,3,74
5,9519,21492
3,885,1
2,7,4
2281796,1,7468
76,94,9645
4,2,11577
1,1,8
62,38718,6
72,5,248
9,725,8
4,6,8
5,3,785
8,3,59
3,441,3
7,15,8577
9942,8,4
23,64,7779
32,2,28
6,34,57
8,3,392
2,6,5
719,369,1
8,2,417
7,6,3
3,2,61
927,4,8
988,3,1
1288,5,57
247,87,3
3,13,51
226,1,91
538,5,3
1369,33621,46
84,24,79
955,168,94
37,76,71
1954,8,3
28,1,33
9,3,29
2,9665,38
578,7,462
9255,7,4
57,76,196878954
7,6,46
8,17,2783
524,6,3
79,7,99785838
794813688,575,8
35,9,761329
17,476,66
9,6216,987
42,59,1
89,7,5
46,55,5
6,61,1269
4,8,1
3,73,83
7,5,8
979,64,4937
732,9222,93
25,1,64
8,49919,6
3,18,39
388,4726461,8
8,2,85
6,354,6
5,3,9
5,48,64
4,9,4
5,3,1416
7,91766616,92
815,6,2
7,19578,525
6,21,46674
49,17,8
5,45,148
4,8,8
5,5,38
2,1,32
761,11,62
9,7815,3
1,86,9
5,8,32
9,472,37
5,5137,8182
5114,3,1
1,1,3
35,36,8
1,2,73
8,4,4
8,63,7
64813,529135,75
54,5,2
89,1,3
6,7,3
113,58,1954
549,7,41229
8,24,4
498,8,7
7965,6,85
446545,8,9
81,7,28
47,1,8
82,676,3
6,19,6
358,5,448
25955,7,79
25,3422,2
8,143,32
7,5,739
7,1,89
3,55,46346
1,61,5
8,6,98
6,9,6
3,3,9
66,6,9
1,734,61
4,1,5
3,2,39
637,2,23528211
32,7,3
95,3,114
51,18,7
1,7816,1
8,6,49
25,3,7
473,94,343
1,8,47
72,985,3
85,3,764
6,74,85
9,23,92
8,8,52
8,3978,9
7,684,9246
7,1446,3669
31,8,165
6,6,45
23475,373,2
98628,7,767
4,4,9
2,399399,5
4,8,8
7,73,8
6,45124,1
4,1,92
8,7,8
7,7,89
2,89,78
5,8,4
91,1,4
948,23,2
9342,8,1
66,4874,892
196681,31,5
8541,41,526
2119996,43,59
253,5,6
1,56471,241
443,14777,652
9,6,2
73,431,8
4,7,1988
723,2,232
89,28,3
32,58,799
6,53152,6223
7,999,8
6364572,3,7821
1,1,113
7,6,2
23,241,253215
27,49,4
7,84,2
8,7,379
96,44,47
6,5,59736
85,6,25
2,63,3
45,5,8
3,9,13
711,72,9
883369233,3587,15
68,97911,11
6,1,713
3,77,2
9,1788,5
4,8,4
4592,2,4
8429,99,37
6,7,3974
5,5,9
2,71,99
6,49,8
73,1,8
4,43,2
6,3,2
8,3,9
24186,32,6
2,281,25555
5,9,41
9,2,54231
47,95,695
81,8,691
6,9,9
2,3,1993
6,3,6
3,6,1
34,2,7
8,9,1
8,125,1
5,3,6962
8,23,6
76,3,7
28,6,845
7,36379,8
6,7,9377
77,6,7
3,18934,777
74,4,3
2,7,5
13,7425,77
22,7,445
7,979,12324
5,42,2585
7,4,9
88,37,7
35,42,3
2,4865,994
4,7,94
4,3,9
7,17,3
9,173,7
112,5,813
2,184,38
3,1,6
6,9,813
16,35126,161
1,2,4
8,14,863
8,2,524
8,9,825
1,19,4
19,3,45
3,99,9
525,239,25
6,4244379,5642
9838,7,6
562,4,34
5151,3,9
6,3,9
29,85,4
144255,1,4
1588,7,32
82,8,72632
71,3,6
5,296,2
5,99695,1
619,21,9
7,7,894766
5,47,619
4,27918194,1
8,74,75887
5,2737,4
36,18,4
3,1,3
7435172,9894,2
86,9,627195145
1,341249,5
3,69948,692
5,41,241
5883685,417,8
9,8,86
9662,5,7
44863414612,5,5
893,59,9
9,26,4
613531,41,133
768,5,131
7312,623714,78
2,4,6
5,1,2
4,999,11
21,7,2
1,169,3
3,9,5
4,566,1957
6794,1,7
4,1,6
892,96,3
3,4,67
875,6,679
27,5,4
5195193,9,5
2,227,4
1267,317,53
3,9,9171
3,48,99
313491,73,4
53,2,5
35,9,7
46,292,7
92,151,7
5,2,88
16,45,56
2,51,479
2843939,393711539,353
7,7,41
88,41,572
2,8322,8
3,7852,84
191,4,2
54,3,7
77,61677,2
4,3561,3
9,2,7849
3,4576,24
8,1,1
5285,43,41
5,285,9
6856,8,4
11,6,4
6,1674,125822
53333,5143,6
9,6,78846
42,2,2262
95,3,75
36,76,8
1,43,4
2822254,22,2
693449,56187,9
323,5,25
23,33,6
9,143,2
1,8,97
51,664,86253
2,54,39
32,541,6
46,2,11
4,35,29
531,176,47
6,41,14
7,876,9
9,47,553392
2,935,1974
9,2,1
82199,77,2
7,68,51
571,5,3
5,793,8685
2,58,4
8,2573,649
5,611,6
2,37,11
63754,4,9526612947
1,7,988
837,7,9
4361,4931,11
5285,2,1
79,2,3
138,3643,5
6,4881,12
47,7,2
13,54,282
9,9,9134
4,5,226
152,56,52
96,5,43
3,8,58
1,499,26
21954,58,64
1,58669874,39775
56,23,55
7,8935,6
7,528,55
136,8,4
77,8,8725874
24,87,94
294,9,5
33,512,8
8,3,343
84,319,3
1,8,2
14,4935,32926
6,417,55
8,8,26
6,6245731,16275
5,4,223672
8,5,713
353,9,6
8,26,4
55,598,97
7,7,2
6,5,242
542,9,9
49223,8,16
4586521,5837,1
68,51,1
8,737,717
113,7,3
1271,51,536
7,8,6
41,3,8
312,82,9
47,3,3
1,8,4
31,7,6
1,69,53
2,867,89
92,5,691
16585,82,31
3,927,21
6,89,26
42,7464,9
67,284,2
82851,2,8
66,3,5
15,61,28
8,69,83
65,8,86
8,456515,8
6,8,3
939,2,8
93,37,8
24,53,6
6,93,8
9,4,15
8,76241,37
88,47,5
81,26,88
28,8,5
2131,978,575
26,99,175
7,4,1
126,883,6178
1,7932221,4
69,6654279,1
4,424,35
5,136,125
2938397,3,858
9,41,7399
7,4,6
3,4,55
79,43,9433597
8,3,673
1,9,471
664,88,7
3,7,7
7,2,57
75,2,5
83,4,2
869,1,543
52,768,2
1,8,5155
9,541,94
2,6,7
29,319,3
3,451213,1285911
11,6,18
9,9937,29
7,3,1
8,2,5
818,8,1
2,5,6
2923,47,3
2,2,2
11,1,2
6,19,7
2,3,192
1,73,2
9,68,1
2,9,89
93,8,2
56,9614,9
8,3,7
7,6,3
2,59,4346
9,19,5
6,95,97
5973,56,12
1,7,7464
195,53,8
2,4,4
2,72,71
3,8,9
129,6491685,8
4,1,1616
89391,82,1854
9,63,4
3,7,5
79816,9,937
8,65,625
91,5,4
7,19,365
8,6,2
9,5,5
65,862,95
224,6,96
5,23,7
3,66,6
21,45,5
64,7,7677
1935,2,8
51,472,9
5,143238,7
7,386517,9
38,55,7
1,5,6
4,3959,51686
8,8,7
6,2,2
6,555391,9
7,4,6
67,41,86
46,13,4
8,1,691
7344,7,9
5553,8382,89
3,5,3619
1,3,55
4,9,78
6,8,6
65,5925,3
244,8,367
3,7,2
2,1,1
7,2,41
13,4,74
51,6,2
6,4,16
3734,6,52896
13,4,753
384,9,97
8,2,6
6,792,8373
5,1,633
87594,96377111,14
4,274,67
31,33,98
65,51,5
14,7339,3
7,31,4
