,Attempt,Runtime,Precision,Recall,Line,Constraint,Readable_Constraint
0,1,0.072,-1,-1,8,,Avicenna requires at least one failure-inducing input!
1,2,0.047,-1,-1,8,,Avicenna requires at least one failure-inducing input!
2,3,0.048,-1,-1,8,,Avicenna requires at least one failure-inducing input!
3,4,0.047,-1,-1,8,,Avicenna requires at least one failure-inducing input!
4,5,0.144,-1,-1,8,,Avicenna requires at least one failure-inducing input!
5,6,0.049,-1,-1,8,,Avicenna requires at least one failure-inducing input!
6,7,0.048,-1,-1,8,,Avicenna requires at least one failure-inducing input!
7,8,0.047,-1,-1,8,,Avicenna requires at least one failure-inducing input!
8,9,0.047,-1,-1,8,,Avicenna requires at least one failure-inducing input!
9,10,0.047,-1,-1,8,,Avicenna requires at least one failure-inducing input!
