,Attempt,Runtime,Precision,Recall,Line,Constraint,Readable_Constraint
0,1,257.388,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
1,2,336.531,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
2,3,365.048,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
3,4,314.246,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
4,5,218.297,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
5,6,362.27,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
6,7,279.073,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
7,8,318.023,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
8,9,225.16,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
9,10,337.982,1.0,1.0,12,"(forall <x> elem_1 in start:
   exists <z> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <y> elem_0 in start:
  exists <x> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))","ConjunctiveFormula(ForallFormula(BoundVariable(""elem_1"", ""<x>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_2"", ""<z>""), Constant(""start"", ""<start>""), SMTFormula('(> (str.to_int elem_1) (str.to_int elem_2))', BoundVariable(""elem_1"", ""<x>""), BoundVariable(""elem_2"", ""<z>""), ))), ForallFormula(BoundVariable(""elem_0"", ""<y>""), Constant(""start"", ""<start>""), ExistsFormula(BoundVariable(""elem_3"", ""<x>""), Constant(""start"", ""<start>""), SMTFormula('(>= (str.to_int elem_0) (str.to_int elem_3))', BoundVariable(""elem_0"", ""<y>""), BoundVariable(""elem_3"", ""<x>""), ))))"
