323999,7,85
56595,12,22264
93,3,54
4,936,9693
3,3,2682
49,6,97
5,14,4987
345,2,5
12,8,27135
3,6,99
99,1,3458
9261,4,78966
86,4,6995
2,27,28
923,4,71
91,677,7274
1,1,551
98,4,54545
28,1,2
9,55,2818
6,1,18
13,521,5862
9,2,8276
6,3,7
29,1,517
3,6,393
35,6,9
45,8,53
83,3,9
36,6,76
8,1,25
4,725,8879
3,27,379317
8,1,815
61,4,2472
266122,3,71
2388,23533,69447
1,85,88
22,457,888
11,4,64
4,41,3417
669,6,54924
3,1,643
44,5,6
2,4297,75161
239,95,6552
81952,4,39
13,8,41725
14,8,9869
65,4,18
5,2,96
314,1,36
6,7,41267
7,1,1669
1,13,24799
1,61,96
9,2,74
86245,45,83127353
7,8,99
8,3,7186
285542719,9,54
5,7,97
7,5,82
6,47,6783
6,37,6479738
76,6,61
77,1,99
8,4,47
878,2,591
8,74,77
7,5,137
7,5588,6979
88,5,669417
3,7,462
3,2,63994577
466,2,82521
9447,3,86
5,7,95
3,16,215
81,4,52
256,3,1264
57,1,55
5,772,49136355
16,23,52
5,5,4741
8,241,78461
287,2,5
39,2,6
175,5,8381
543522,1,51
24,1,219
7,56,64
7,3,7974
216,2,9
44,36,551
4,5,954784
65,4,84
5,6,7952
6,3,38
61,9,422
4,3,818
41,2,952
43,1,6
6,71,4191
994259,7,8
4,6,766
4,2,587
8,5,75
2,1,43
415,6,297
955,9,615
49,5,2196
5,7,59
5,26,19136
861,1,8
92,7,5836539652
89,7,8
9,7,37
14731,7,152276
9998,3626,911185
7371,2,339
8,2,463
1,4,6895
25413,8,372
1,48,5971
629,9,882575
38,5,31
49,7,79
4,76,7784
7,9,28
479,25,47
15365,8,455
936,3,331
3,56,326
1,6,3932
9,6,884
9374555689,3,5
7,8,96
8,8,52
42,3,63
1164,2,9
96917,36,75
12,937,45272115
2,1,275
73,8,92
6,4,37832
9,88,65741
4918,1,9
546,2,91
7,24,949
1186,9,2239
2,98,3118
1,9,42
524,1,443
8,9,948
3,6,468
54,2,44
5,9,2999
8,5,446
8,8,87
1,8,12872
1,2,657
3,4,16636
63,6,53
35,75,832
7,1,467229699
1,7,292242
33,7,1972
62,4,698
882,5,69
96,5,6
27,1,3
6,3,13
5916,5,6
257,9,4297
1,8,535
72225,9,71
92,2,81
9,6,882
9,1,17
44,66,8317
9,93,249
2,25,93
6,2,98
4,7,922
1617,3,4514
44,5,8
5,5,52
785,1,6
97,1,99413
7,65,5388
28,62,99
74,7,81
2,3,32
9,8,399
51,424,753
7577,24,173
5,3,5537
1,2,8525
41,2,5
9973,6,674
42,9,2283
5,9,297
87,4,11
1,348,8963
337,23,32
75,9,37
5,3517,8498
6222,3,9
33,18,49
7,4,131
59,47,4289456
97,72,331
11,23,2248647
91,6,463
29988,82,91
2,9,191
366958921,6,5951
3,4,69
23,41,53
87382,6,81
9,6,416679
7,17,37
93,4,537
5,3,367
11,57,58
9,9,12
55828,2,29587527
561381,3,33
3,5,393
7,91,45329
888,2,3
3726,7,66
846,7,41
3727,8,74
8,14,85
6,4,575
3,5,34321
93,6,427
98,64,66
28,9,1736
4,6,78
3984,68,985
2,71,985
231,2,3
8,6,47
84,93,6789
315,31,928896
2,72,587
449228,44,216
8,6,11274
5,7459,16129
8,7,152
64647214,1,21
25,34,59
46,4,7648
1,91,2447
22,9,3613
7,8,45966
25132,18,66
5,9,69
8,688,95751
75,728,443581
67,21,33
8,9,129
4,4,19
34,86,33546
617,57,74
4,29,32
26,1,8
5,19,84
77,1,73
2,14,897
23,7,17
9,3,85
11,1,7536
276,4,375
6695,421,9247
377,72,91
95,366,871
49,8,73948277
2,3,673
9297,15,95
117,5,213
489,856,663887
6,11,386
8,5112,68217
299,18313,45618
8927,44,97
4,6,98
217,9,11
65,3,112
9,6,78846
4,4,1954
45,7,3239
5,2,5682
2339,28,49
7,5,7618
8,3,35
9,2,2749
8,2,9
61,6,311
4,668,6835
32127,3,48
9,82,263
4,37,2181
1,5,46
4,7,94
6,95,9716
98,8,23
2,4,216
355,6,26
424,9,1865
6,2,722
16,2,581
1,9,628165
449,3,81
16129,5,3371
19,6,7
841,5,319
741,1,62
1,3,131
85312,7,6124
6,6,3222
15,6,36
372323646,9,71
92,3,594
92,4,746
184,2,3
3,654,5983444
89,187,226196
548,7,13
5,4,9825
43,4,5695
518,1,5
7,27,78
94779,72,515
715126,5,5421
599,4,85
186,7,22758
128,76,92
2,6,28
63642,2,8
6,3,1183
44,1,71
835,2,3
2,8,58
5,4,936
484,16,811
5,3,61
7,84397,84557693
4417,5,9
7,38,81
18,3,37
4,6,2656
59,6,79
33,3,373
2,5,578
9,99,338
5,5,57
6,4,47264
76,577,53755
9,85,167824
12,45,894
159,389,886
8,1,529
81,75,373
6,16,33
1,44,72485
161,7,929
488,1,9
93,9,49
61,1,854714
4,1,6636
6454,47,7427
5516,14,2741
48,95,149
22,3,8
9,13,325832
3,6,18
164,3,9
9237,41,71
4,6,71
8927,4,921
71,973,6287
727,8,79424452
86,8,484
65,93,675
77334,3,9
8181,5,97
9,87,232
264,4,5
1,74,8446
4871,5,15
38,43,931
569573,23,41
1,7,2638
98676,49,479
1,56,835
891,8,73
1143,7,72
727,4,76
5,1,585
78,7,9
79,5,476
85,2,735
9,6,829
92,272,635
9,1,4195
1,67,92
8,8,279
69,6,24
4,6,814
5,7,94
53,6,351
466,2,7
9,44,9621
2,7,56
21,6,184
6,94,1645
61,9,33
