Constraint Begin: 
(forall <z> elem_1 in start:
   exists <x> elem_2 in start:
     (> (str.to.int elem_1) (str.to.int elem_2)) and
forall <x> elem_0 in start:
  exists <y> elem_3 in start:
    (>= (str.to.int elem_0) (str.to.int elem_3)))
Constraint End.
1,1,8
1,1,2
1,1,4
2,1,8
8,8,9
6,2,8
1,1,3
3,2,8
5,2,8
4,2,8
2,2,3
4,1,8
4,2,7
4,1,6
4,4,9
8,4,9
8,2,9
3,1,8
1,1,7
3,2,4
4,2,9
2,1,4
4,4,5
1,1,9
4,1,5
4,1,7
6,1,8
4,4,8
4,2,6
5,1,8
2,2,4
5,4,8
4,4,6
1,1,6
2,2,5
2,2,8
2,1,5
2,1,3
4,2,5
2,2,6
1,1,5
2,2,7
2,1,6
7,4,8
4,1,9
4,4,7
3,1,4
2,1,9
6,4,8
2,1,7
2,2,9
7,1,8
7,2,8
