,Runtime,Precision,Recall,Constraint
0,154.024,1.0,1.0,"(∃ container1 ∈ start: (∃ length_field ∈ start: (Length(container1) < StrToInt(length_field))) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
1,36.985,1.0,1.0,"(∃ container1 ∈ start: (∃ length_field ∈ start: (Length(container1) < StrToInt(length_field))) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
2,72.146,1.0,1.0,"(∃ container1 ∈ start: (∃ length_field ∈ start: (Length(container1) < StrToInt(length_field))) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
3,137.443,1.0,1.0,"(∃ container1 ∈ start: (∃ length_field ∈ start: (Length(container1) < StrToInt(length_field))) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
4,47.085,1.0,1.0,"(∃ elem_xy ∈ start: (inside(elem_xy, start)) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
5,125.871,1.0,1.0,"(∃ container1 ∈ start: (∃ length_field ∈ start: (Length(container1) < StrToInt(length_field))) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
6,123.183,1.0,1.0,"(∃ container1 ∈ start: (∃ length_field ∈ start: (Length(container1) < StrToInt(length_field))) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
7,95.175,1.0,1.0,"(∃ container1 ∈ start: (∃ length_field ∈ start: (Length(container1) < StrToInt(length_field))) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
8,55.028,1.0,1.0,"(∀ elem ∈ start: (StrToInt(elem) >= StrToInt(""1"")) ∧ ∃ elem_0 ∈ start: (elem_0 == ""sqrt""))"
9,65.916,1.0,1.0,"(∃ elem_xy ∈ start: (inside(elem_xy, start)) ∧ ∃ elem ∈ start: (elem == ""sqrt""))"
